id,predicted_stars,actual_stars,mse
ml6ywXGUjw0fVyqq7UEaYg,1,1,0
ml6ywXGUjw0fVyqq7UEaYg,1,5,16
ID5wWJ9C7G0hfbQilvlfxA,4,2,4
ID5wWJ9C7G0hfbQilvlfxA,5,4,1
ID5wWJ9C7G0hfbQilvlfxA,2,2,0
ID5wWJ9C7G0hfbQilvlfxA,1,1,0
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,1,1,0
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,4,5,1
ID5wWJ9C7G0hfbQilvlfxA,4,5,1
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,4,4,0
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,4,4,0
ID5wWJ9C7G0hfbQilvlfxA,2,2,0
ID5wWJ9C7G0hfbQilvlfxA,5,4,1
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,1,2,1
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
4IdcT63iE5fNrVzayZtKEw,5,5,0
4IdcT63iE5fNrVzayZtKEw,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,2,2,0
ID5wWJ9C7G0hfbQilvlfxA,4,3,1
ID5wWJ9C7G0hfbQilvlfxA,4,2,4
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,4,3,1
ID5wWJ9C7G0hfbQilvlfxA,4,4,0
ID5wWJ9C7G0hfbQilvlfxA,2,3,1
ID5wWJ9C7G0hfbQilvlfxA,4,3,1
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,1,1,0
ID5wWJ9C7G0hfbQilvlfxA,2,2,0
ID5wWJ9C7G0hfbQilvlfxA,4,3,1
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,3,2,1
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,4,3,1
ID5wWJ9C7G0hfbQilvlfxA,5,4,1
ID5wWJ9C7G0hfbQilvlfxA,4,1,9
ID5wWJ9C7G0hfbQilvlfxA,5,3,4
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,5,4,1
ID5wWJ9C7G0hfbQilvlfxA,5,4,1
a0Jm-rlHOKk_1fm4hzxskg,5,4,1
a0Jm-rlHOKk_1fm4hzxskg,5,5,0
a0Jm-rlHOKk_1fm4hzxskg,5,5,0
a0Jm-rlHOKk_1fm4hzxskg,5,5,0
a0Jm-rlHOKk_1fm4hzxskg,5,5,0
a0Jm-rlHOKk_1fm4hzxskg,4,4,0
a0Jm-rlHOKk_1fm4hzxskg,5,5,0
a0Jm-rlHOKk_1fm4hzxskg,5,4,1
a0Jm-rlHOKk_1fm4hzxskg,4,4,0
a0Jm-rlHOKk_1fm4hzxskg,5,4,1
a0Jm-rlHOKk_1fm4hzxskg,1,3,4
a0Jm-rlHOKk_1fm4hzxskg,5,4,1
a0Jm-rlHOKk_1fm4hzxskg,5,5,0
a0Jm-rlHOKk_1fm4hzxskg,4,4,0
a0Jm-rlHOKk_1fm4hzxskg,4,5,1
a0Jm-rlHOKk_1fm4hzxskg,4,4,0
vAh6WNioOEw7G9tGhd_JQw,5,5,0
vAh6WNioOEw7G9tGhd_JQw,4,3,1
vAh6WNioOEw7G9tGhd_JQw,4,4,0
vAh6WNioOEw7G9tGhd_JQw,5,5,0
vAh6WNioOEw7G9tGhd_JQw,5,5,0
vAh6WNioOEw7G9tGhd_JQw,5,4,1
vAh6WNioOEw7G9tGhd_JQw,5,5,0
vAh6WNioOEw7G9tGhd_JQw,5,5,0
vAh6WNioOEw7G9tGhd_JQw,5,5,0
vAh6WNioOEw7G9tGhd_JQw,4,2,4
vAh6WNioOEw7G9tGhd_JQw,3,3,0
vAh6WNioOEw7G9tGhd_JQw,5,5,0
vAh6WNioOEw7G9tGhd_JQw,5,5,0
vAh6WNioOEw7G9tGhd_JQw,5,5,0
vAh6WNioOEw7G9tGhd_JQw,5,4,1
vAh6WNioOEw7G9tGhd_JQw,3,3,0
vAh6WNioOEw7G9tGhd_JQw,4,4,0
vAh6WNioOEw7G9tGhd_JQw,5,5,0
vAh6WNioOEw7G9tGhd_JQw,5,4,1
vAh6WNioOEw7G9tGhd_JQw,4,4,0
vAh6WNioOEw7G9tGhd_JQw,5,4,1
TjZo2v8i7d4omCovsFA2pg,1,1,0
TjZo2v8i7d4omCovsFA2pg,1,1,0
TjZo2v8i7d4omCovsFA2pg,3,3,0
5eKk8dA1QtKaQr_5i_SCRw,5,3,4
5eKk8dA1QtKaQr_5i_SCRw,1,2,1
5eKk8dA1QtKaQr_5i_SCRw,5,5,0
5eKk8dA1QtKaQr_5i_SCRw,4,5,1
5eKk8dA1QtKaQr_5i_SCRw,5,4,1
5eKk8dA1QtKaQr_5i_SCRw,3,2,1
5eKk8dA1QtKaQr_5i_SCRw,4,3,1
5eKk8dA1QtKaQr_5i_SCRw,5,5,0
5eKk8dA1QtKaQr_5i_SCRw,4,4,0
5eKk8dA1QtKaQr_5i_SCRw,5,5,0
5eKk8dA1QtKaQr_5i_SCRw,1,1,0
5eKk8dA1QtKaQr_5i_SCRw,5,4,1
5eKk8dA1QtKaQr_5i_SCRw,5,4,1
5eKk8dA1QtKaQr_5i_SCRw,2,2,0
5eKk8dA1QtKaQr_5i_SCRw,1,2,1
N9qLVYXE0HzYRE3C0TnzlQ,5,5,0
N9qLVYXE0HzYRE3C0TnzlQ,4,5,1
N9qLVYXE0HzYRE3C0TnzlQ,5,5,0
N9qLVYXE0HzYRE3C0TnzlQ,4,4,0
N9qLVYXE0HzYRE3C0TnzlQ,1,1,0
N9qLVYXE0HzYRE3C0TnzlQ,3,4,1
N9qLVYXE0HzYRE3C0TnzlQ,1,2,1
wonQ-ZsUKzCMF9Er3uGF8A,1,1,0
wonQ-ZsUKzCMF9Er3uGF8A,4,2,4
wonQ-ZsUKzCMF9Er3uGF8A,5,5,0
wonQ-ZsUKzCMF9Er3uGF8A,1,5,16
wonQ-ZsUKzCMF9Er3uGF8A,1,1,0
fogKzrlNqkKVGz3V8wId-w,5,5,0
fogKzrlNqkKVGz3V8wId-w,5,5,0
cmVD6r0opmziN2R8uTIJpw,5,5,0
cmVD6r0opmziN2R8uTIJpw,5,5,0
cmVD6r0opmziN2R8uTIJpw,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,4,5,1
ID5wWJ9C7G0hfbQilvlfxA,3,2,1
ID5wWJ9C7G0hfbQilvlfxA,5,4,1
ID5wWJ9C7G0hfbQilvlfxA,4,4,0
ID5wWJ9C7G0hfbQilvlfxA,5,4,1
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,3,2,1
ID5wWJ9C7G0hfbQilvlfxA,1,1,0
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,1,1,0
ID5wWJ9C7G0hfbQilvlfxA,4,4,0
ID5wWJ9C7G0hfbQilvlfxA,1,1,0
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,1,1,0
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,4,1,9
ID5wWJ9C7G0hfbQilvlfxA,3,4,1
UOo1gVPvikk6UjRhet8GxQ,1,3,4
xRI-wLujxqL4KzCdO3yTgA,4,2,4
a0Jm-rlHOKk_1fm4hzxskg,5,5,0
a0Jm-rlHOKk_1fm4hzxskg,5,5,0
a0Jm-rlHOKk_1fm4hzxskg,5,5,0
vAh6WNioOEw7G9tGhd_JQw,5,5,0
5eKk8dA1QtKaQr_5i_SCRw,5,4,1
5eKk8dA1QtKaQr_5i_SCRw,3,2,1
5eKk8dA1QtKaQr_5i_SCRw,4,2,4
5eKk8dA1QtKaQr_5i_SCRw,5,2,9
5eKk8dA1QtKaQr_5i_SCRw,3,3,0
5eKk8dA1QtKaQr_5i_SCRw,4,4,0
5eKk8dA1QtKaQr_5i_SCRw,1,1,0
uX9ZVa3k3-6Xf8mAU6aOiQ,3,3,0
uX9ZVa3k3-6Xf8mAU6aOiQ,4,4,0
uX9ZVa3k3-6Xf8mAU6aOiQ,4,4,0
bxPa15MkcQ8A1JtN0_dOIQ,4,4,0
bxPa15MkcQ8A1JtN0_dOIQ,1,1,0
bxPa15MkcQ8A1JtN0_dOIQ,4,1,9
ID5wWJ9C7G0hfbQilvlfxA,5,4,1
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,1,3,4
ID5wWJ9C7G0hfbQilvlfxA,4,4,0
ID5wWJ9C7G0hfbQilvlfxA,4,4,0
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,4,3,1
ID5wWJ9C7G0hfbQilvlfxA,4,4,0
ID5wWJ9C7G0hfbQilvlfxA,4,2,4
ID5wWJ9C7G0hfbQilvlfxA,4,4,0
ID5wWJ9C7G0hfbQilvlfxA,5,5,0
ID5wWJ9C7G0hfbQilvlfxA,1,1,0
ID5wWJ9C7G0hfbQilvlfxA,4,2,4
ID5wWJ9C7G0hfbQilvlfxA,1,1,0
ID5wWJ9C7G0hfbQilvlfxA,5,4,1
Sovgwq-E-n6wLqNh3X_rXg,1,2,1
Sovgwq-E-n6wLqNh3X_rXg,4,5,1
Sovgwq-E-n6wLqNh3X_rXg,5,3,4
Sovgwq-E-n6wLqNh3X_rXg,4,5,1
FoKx_RP4kUM-aiGo3wlUUw,5,5,0
FoKx_RP4kUM-aiGo3wlUUw,1,1,0
FoKx_RP4kUM-aiGo3wlUUw,5,5,0
FoKx_RP4kUM-aiGo3wlUUw,4,5,1
FoKx_RP4kUM-aiGo3wlUUw,5,5,0
FoKx_RP4kUM-aiGo3wlUUw,4,4,0
FoKx_RP4kUM-aiGo3wlUUw,5,5,0
FoKx_RP4kUM-aiGo3wlUUw,5,5,0
FoKx_RP4kUM-aiGo3wlUUw,5,4,1
FoKx_RP4kUM-aiGo3wlUUw,2,5,9
FoKx_RP4kUM-aiGo3wlUUw,5,5,0
FoKx_RP4kUM-aiGo3wlUUw,5,5,0
FoKx_RP4kUM-aiGo3wlUUw,5,5,0
FoKx_RP4kUM-aiGo3wlUUw,4,4,0
FoKx_RP4kUM-aiGo3wlUUw,4,5,1
FoKx_RP4kUM-aiGo3wlUUw,5,5,0
FoKx_RP4kUM-aiGo3wlUUw,4,5,1
FoKx_RP4kUM-aiGo3wlUUw,5,4,1
FoKx_RP4kUM-aiGo3wlUUw,5,5,0
FoKx_RP4kUM-aiGo3wlUUw,4,4,0
FoKx_RP4kUM-aiGo3wlUUw,4,5,1
FoKx_RP4kUM-aiGo3wlUUw,5,4,1
FoKx_RP4kUM-aiGo3wlUUw,5,5,0
FoKx_RP4kUM-aiGo3wlUUw,1,2,1
HSu5vcs6dkTG6rwYrmHtSg,4,4,0
HSu5vcs6dkTG6rwYrmHtSg,3,4,1
bjbegGikWzSgeVsOJdE22g,4,5,1
bjbegGikWzSgeVsOJdE22g,4,4,0
mbfu9ag4VQYIi6dvhCX2dQ,4,3,1
mbfu9ag4VQYIi6dvhCX2dQ,3,3,0
mbfu9ag4VQYIi6dvhCX2dQ,5,5,0
Kvm-YTwOrexgqxZ25CRi-w,5,1,16
Kvm-YTwOrexgqxZ25CRi-w,5,5,0
Kvm-YTwOrexgqxZ25CRi-w,4,4,0
Kvm-YTwOrexgqxZ25CRi-w,4,3,1
Kvm-YTwOrexgqxZ25CRi-w,2,2,0
CczlJeeaGK1XP090KjPVVw,5,3,4
CczlJeeaGK1XP090KjPVVw,4,4,0
CczlJeeaGK1XP090KjPVVw,4,5,1
CczlJeeaGK1XP090KjPVVw,5,5,0
CczlJeeaGK1XP090KjPVVw,1,1,0
oNlsiPYrawa9DxFO9TioYw,4,5,1
oNlsiPYrawa9DxFO9TioYw,1,3,4
Mkz16U3y232nbwoB94myTw,5,5,0
Mkz16U3y232nbwoB94myTw,1,2,1
Mkz16U3y232nbwoB94myTw,5,4,1
Mkz16U3y232nbwoB94myTw,1,1,0
Mkz16U3y232nbwoB94myTw,5,5,0
Mkz16U3y232nbwoB94myTw,1,1,0
VVbp-2Bs5_MGrjboTwpSRA,5,5,0
HVdeAldgSNW2P1zZJ1TnWw,4,4,0
HVdeAldgSNW2P1zZJ1TnWw,5,5,0
HVdeAldgSNW2P1zZJ1TnWw,4,5,1
HVdeAldgSNW2P1zZJ1TnWw,5,5,0
HVdeAldgSNW2P1zZJ1TnWw,5,5,0
HVdeAldgSNW2P1zZJ1TnWw,1,1,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,3,2,1
Sovgwq-E-n6wLqNh3X_rXg,4,5,1
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,4,5,1
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,4,1
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,4,1
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,1,1,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,4,4,0
Sovgwq-E-n6wLqNh3X_rXg,5,3,4
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,4,5,1
ifS_MYR01fLB0aRw0AQy5Q,4,5,1
TjZo2v8i7d4omCovsFA2pg,1,1,0
TjZo2v8i7d4omCovsFA2pg,5,5,0
TjZo2v8i7d4omCovsFA2pg,1,1,0
TjZo2v8i7d4omCovsFA2pg,1,1,0
aQojV_Rap30A1SB7x31XCQ,4,4,0
aQojV_Rap30A1SB7x31XCQ,4,4,0
aQojV_Rap30A1SB7x31XCQ,5,4,1
aQojV_Rap30A1SB7x31XCQ,4,4,0
aQojV_Rap30A1SB7x31XCQ,4,3,1
Kvm-YTwOrexgqxZ25CRi-w,4,4,0
Kvm-YTwOrexgqxZ25CRi-w,5,5,0
DXCho3TSX6qKsRoEjGoGJg,5,5,0
DXCho3TSX6qKsRoEjGoGJg,5,4,1
DXCho3TSX6qKsRoEjGoGJg,5,5,0
DXCho3TSX6qKsRoEjGoGJg,3,4,1
DXCho3TSX6qKsRoEjGoGJg,1,1,0
DXCho3TSX6qKsRoEjGoGJg,4,3,1
DXCho3TSX6qKsRoEjGoGJg,4,4,0
DXCho3TSX6qKsRoEjGoGJg,4,4,0
DXCho3TSX6qKsRoEjGoGJg,5,5,0
DXCho3TSX6qKsRoEjGoGJg,4,5,1
DXCho3TSX6qKsRoEjGoGJg,2,1,1
DXCho3TSX6qKsRoEjGoGJg,3,3,0
DXCho3TSX6qKsRoEjGoGJg,5,4,1
bjbegGikWzSgeVsOJdE22g,5,4,1
bjbegGikWzSgeVsOJdE22g,5,4,1
bjbegGikWzSgeVsOJdE22g,5,5,0
bjbegGikWzSgeVsOJdE22g,1,2,1
bjbegGikWzSgeVsOJdE22g,4,4,0
CczlJeeaGK1XP090KjPVVw,4,3,1
BrclERrbZrQNRyBmDGawQQ,5,5,0
BrclERrbZrQNRyBmDGawQQ,4,5,1
BrclERrbZrQNRyBmDGawQQ,5,5,0
BrclERrbZrQNRyBmDGawQQ,5,5,0
BrclERrbZrQNRyBmDGawQQ,4,4,0
BrclERrbZrQNRyBmDGawQQ,5,5,0
BrclERrbZrQNRyBmDGawQQ,4,2,4
BrclERrbZrQNRyBmDGawQQ,5,5,0
BrclERrbZrQNRyBmDGawQQ,5,5,0
BrclERrbZrQNRyBmDGawQQ,5,5,0
BrclERrbZrQNRyBmDGawQQ,5,5,0
BrclERrbZrQNRyBmDGawQQ,5,5,0
BrclERrbZrQNRyBmDGawQQ,4,5,1
BrclERrbZrQNRyBmDGawQQ,5,5,0
BrclERrbZrQNRyBmDGawQQ,5,5,0
BrclERrbZrQNRyBmDGawQQ,5,5,0
BHmWj2gagqO0_UHMvgOydw,1,1,0
BHmWj2gagqO0_UHMvgOydw,5,4,1
Pg-KfFD3GcWDtJv5J3yvmw,5,3,4
Pg-KfFD3GcWDtJv5J3yvmw,5,5,0
Pg-KfFD3GcWDtJv5J3yvmw,5,5,0
DXCho3TSX6qKsRoEjGoGJg,5,4,1
DXCho3TSX6qKsRoEjGoGJg,4,3,1
DXCho3TSX6qKsRoEjGoGJg,4,4,0
DXCho3TSX6qKsRoEjGoGJg,4,2,4
DXCho3TSX6qKsRoEjGoGJg,1,1,0
DXCho3TSX6qKsRoEjGoGJg,4,5,1
Sovgwq-E-n6wLqNh3X_rXg,1,1,0
Sovgwq-E-n6wLqNh3X_rXg,1,1,0
Sovgwq-E-n6wLqNh3X_rXg,4,3,1
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,4,1
Sovgwq-E-n6wLqNh3X_rXg,5,4,1
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,4,5,1
Sovgwq-E-n6wLqNh3X_rXg,1,1,0
Sovgwq-E-n6wLqNh3X_rXg,3,3,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,4,3,1
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,2,3,1
Sovgwq-E-n6wLqNh3X_rXg,5,3,4
Sovgwq-E-n6wLqNh3X_rXg,1,4,9
Sovgwq-E-n6wLqNh3X_rXg,3,5,4
Sovgwq-E-n6wLqNh3X_rXg,2,3,1
KgcKoYiZdwFJ158Gx3UJyQ,5,5,0
KgcKoYiZdwFJ158Gx3UJyQ,1,1,0
pXqyJQISv5N_9Of5Nnfs6g,1,1,0
pXqyJQISv5N_9Of5Nnfs6g,5,4,1
BrclERrbZrQNRyBmDGawQQ,5,5,0
BrclERrbZrQNRyBmDGawQQ,1,5,16
BrclERrbZrQNRyBmDGawQQ,1,1,0
BrclERrbZrQNRyBmDGawQQ,5,5,0
BrclERrbZrQNRyBmDGawQQ,5,5,0
BrclERrbZrQNRyBmDGawQQ,4,4,0
BrclERrbZrQNRyBmDGawQQ,4,5,1
BrclERrbZrQNRyBmDGawQQ,5,5,0
BrclERrbZrQNRyBmDGawQQ,5,5,0
BrclERrbZrQNRyBmDGawQQ,5,5,0
BrclERrbZrQNRyBmDGawQQ,5,5,0
imyKBHJGFixHJ2bh400b7Q,4,4,0
imyKBHJGFixHJ2bh400b7Q,3,3,0
imyKBHJGFixHJ2bh400b7Q,4,3,1
4KYnY1nNTaD7vb3Eo1G3Hw,1,1,0
4KYnY1nNTaD7vb3Eo1G3Hw,1,1,0
4KYnY1nNTaD7vb3Eo1G3Hw,1,3,4
4KYnY1nNTaD7vb3Eo1G3Hw,5,5,0
zrKalMnWJY-lkl2KeQTelQ,1,2,1
zrKalMnWJY-lkl2KeQTelQ,1,3,4
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,4,1
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,4,5,1
Sovgwq-E-n6wLqNh3X_rXg,5,4,1
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,4,3,1
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,4,1
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,4,5,1
Sovgwq-E-n6wLqNh3X_rXg,5,4,1
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,4,5,1
Sovgwq-E-n6wLqNh3X_rXg,1,2,1
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
EUg6vHQRLHRw39bmompHcw,5,5,0
EUg6vHQRLHRw39bmompHcw,5,5,0
EUg6vHQRLHRw39bmompHcw,5,5,0
GbLdYTOMHqaCLDTSlgC1lw,5,5,0
GbLdYTOMHqaCLDTSlgC1lw,1,3,4
D4tn-pcvuK8lkv8CidmQig,5,5,0
D4tn-pcvuK8lkv8CidmQig,5,4,1
rtT7RqERpHbRYOiTIgGszQ,5,5,0
rtT7RqERpHbRYOiTIgGszQ,1,2,1
rtT7RqERpHbRYOiTIgGszQ,4,5,1
rtT7RqERpHbRYOiTIgGszQ,3,4,1
xpAm-NN8JQbL5JdBal_Ptg,1,3,4
pUhU5ohYv65g8B47dTXAKA,4,1,9
pUhU5ohYv65g8B47dTXAKA,3,3,0
pUhU5ohYv65g8B47dTXAKA,4,4,0
pUhU5ohYv65g8B47dTXAKA,1,3,4
pUhU5ohYv65g8B47dTXAKA,5,1,16
pUhU5ohYv65g8B47dTXAKA,1,5,16
pUhU5ohYv65g8B47dTXAKA,1,1,0
pUhU5ohYv65g8B47dTXAKA,4,3,1
pUhU5ohYv65g8B47dTXAKA,4,4,0
pUhU5ohYv65g8B47dTXAKA,5,3,4
pUhU5ohYv65g8B47dTXAKA,1,1,0
Il6PvYFjolMt-6wahwarkA,5,5,0
Il6PvYFjolMt-6wahwarkA,5,5,0
Lknr71asiqMW2mebCk7PlQ,4,3,1
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,4,5,1
Sovgwq-E-n6wLqNh3X_rXg,5,4,1
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,4,4,0
Sovgwq-E-n6wLqNh3X_rXg,4,4,0
Sovgwq-E-n6wLqNh3X_rXg,5,4,1
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,4,1
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,1,2,1
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
EUg6vHQRLHRw39bmompHcw,5,5,0
EUg6vHQRLHRw39bmompHcw,1,5,16
EUg6vHQRLHRw39bmompHcw,1,1,0
EUg6vHQRLHRw39bmompHcw,5,5,0
EUg6vHQRLHRw39bmompHcw,4,3,1
EUg6vHQRLHRw39bmompHcw,4,5,1
EUg6vHQRLHRw39bmompHcw,5,3,4
EUg6vHQRLHRw39bmompHcw,1,1,0
EUg6vHQRLHRw39bmompHcw,5,5,0
EUg6vHQRLHRw39bmompHcw,5,5,0
EUg6vHQRLHRw39bmompHcw,5,5,0
EUg6vHQRLHRw39bmompHcw,5,5,0
EUg6vHQRLHRw39bmompHcw,5,5,0
baIT89GubjGJV1mpn82Eeg,3,5,4
baIT89GubjGJV1mpn82Eeg,5,5,0
baIT89GubjGJV1mpn82Eeg,5,5,0
rtT7RqERpHbRYOiTIgGszQ,5,4,1
rtT7RqERpHbRYOiTIgGszQ,1,2,1
rtT7RqERpHbRYOiTIgGszQ,4,5,1
rtT7RqERpHbRYOiTIgGszQ,5,4,1
rtT7RqERpHbRYOiTIgGszQ,5,5,0
rtT7RqERpHbRYOiTIgGszQ,5,5,0
rtT7RqERpHbRYOiTIgGszQ,4,4,0
rtT7RqERpHbRYOiTIgGszQ,5,3,4
rtT7RqERpHbRYOiTIgGszQ,4,4,0
rtT7RqERpHbRYOiTIgGszQ,5,5,0
rtT7RqERpHbRYOiTIgGszQ,5,5,0
rtT7RqERpHbRYOiTIgGszQ,5,4,1
rtT7RqERpHbRYOiTIgGszQ,4,2,4
rtT7RqERpHbRYOiTIgGszQ,1,1,0
rtT7RqERpHbRYOiTIgGszQ,1,1,0
rtT7RqERpHbRYOiTIgGszQ,5,1,16
rtT7RqERpHbRYOiTIgGszQ,5,5,0
rtT7RqERpHbRYOiTIgGszQ,4,2,4
rtT7RqERpHbRYOiTIgGszQ,5,4,1
rtT7RqERpHbRYOiTIgGszQ,5,2,9
rtT7RqERpHbRYOiTIgGszQ,5,5,0
rtT7RqERpHbRYOiTIgGszQ,2,2,0
5ZqybrqiTdbANn2yI3B3VA,4,3,1
5ZqybrqiTdbANn2yI3B3VA,5,5,0
cRCYeQOWjveBc0-SHwXCPg,5,4,1
cRCYeQOWjveBc0-SHwXCPg,4,3,1
403dr0KtTbRibcWEA7h0WA,1,1,0
Il6PvYFjolMt-6wahwarkA,4,3,1
x0nPQOsfh_fy43-M-iCbRA,4,4,0
D2mh7UebiiWJ1YYPLuXsyQ,5,5,0
D2mh7UebiiWJ1YYPLuXsyQ,1,1,0
D2mh7UebiiWJ1YYPLuXsyQ,1,1,0
EUg6vHQRLHRw39bmompHcw,5,5,0
EUg6vHQRLHRw39bmompHcw,5,5,0
EUg6vHQRLHRw39bmompHcw,4,1,9
EUg6vHQRLHRw39bmompHcw,5,5,0
EUg6vHQRLHRw39bmompHcw,4,4,0
EUg6vHQRLHRw39bmompHcw,4,4,0
EUg6vHQRLHRw39bmompHcw,5,5,0
EUg6vHQRLHRw39bmompHcw,5,5,0
EUg6vHQRLHRw39bmompHcw,1,5,16
EUg6vHQRLHRw39bmompHcw,5,4,1
rtT7RqERpHbRYOiTIgGszQ,4,4,0
Sovgwq-E-n6wLqNh3X_rXg,3,3,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,4,5,1
Sovgwq-E-n6wLqNh3X_rXg,4,3,1
Sovgwq-E-n6wLqNh3X_rXg,5,4,1
Sovgwq-E-n6wLqNh3X_rXg,2,3,1
Sovgwq-E-n6wLqNh3X_rXg,5,3,4
Sovgwq-E-n6wLqNh3X_rXg,4,4,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,4,4,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
Sovgwq-E-n6wLqNh3X_rXg,5,5,0
